name,osm_id,latitude,longitude,data_type,source,place_type,population,collection_time,collection_date,collector_class
Kéyordakè,12473706948,10.3525018,0.9796515,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kouwétakouangou,12473730964,10.1178665,1.1904204,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutayagou,12473730968,10.1232444,1.2260103,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koussagou,12475544798,10.2613893,1.0789202,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutchantié,12475558045,10.4088258,1.1127696,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukouangou,12475558047,10.39755,1.1086421,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kounyannoukou,12475558048,10.3963443,1.100406,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koumantié,12475558049,10.3855338,1.1118005,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koumadogou,12475558053,10.3708871,1.1188582,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tatchadiéta,12475558058,10.3548149,1.1379132,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dikouténi,12475559462,10.3672848,1.0739962,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukouantongou,12475559463,10.2619928,1.1217637,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutoutougou,12475559465,10.2318512,1.1317652,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukpintiegou,12475559466,10.2303774,1.147544,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipokor-Fontri,12475564453,10.2907837,1.0842403,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipokor 1,12475564460,10.3081504,1.0871143,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipokor-Tari,12475564461,10.3080866,1.110598,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kouhingou,12475571523,10.3363263,1.1016185,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Takotiéta,12475571526,10.3370073,1.0866713,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kounatchatiégou,12475571528,10.3192882,1.0527141,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipo,12475571529,10.3085219,1.0395191,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kounagnigou,12475580323,10.2483572,1.1445072,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutcha-Maagou,12475592608,10.2013637,1.1329318,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kouwotchirgou,12475592612,10.2124455,1.1118831,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukoua,12475595784,10.244399,1.0761796,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kouwonatougou,12475595786,10.2432524,1.0944505,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koudogou,12475595788,10.2326152,1.1087608,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koutangou,12475595792,10.2568086,1.1096497,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Takotchienta,12485031810,10.3644249,1.0568727,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukogou,12485031814,10.3831025,1.0404124,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dikouani,12485040118,10.3918198,1.027156,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koubégou,12485067466,10.4022899,1.0189789,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koussourougou,12485067471,10.4054439,1.0382457,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tatouta,12485067475,10.4287403,1.0357495,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukouatougou,12485067476,10.4274861,1.0482536,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koudadagou,12485069340,10.4127124,1.0948754,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yatié,12485070233,10.4130006,1.070572,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dimatékor,12485070235,10.4050352,1.0805888,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukpétihagou,12485070236,10.3966845,1.0543295,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Katchagniga,12485070238,10.4023459,1.0625554,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koubentiégou,12485070242,10.3913524,1.0610833,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipintakouani,12485070244,10.3837164,1.0788588,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouorou,12487026348,10.4358036,1.0181832,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchokita,12487026353,10.4471125,1.0320649,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nouangou,12487116530,10.5113428,1.008812,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bagapodi,12487116538,10.5242958,1.0525263,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tanda,12487125838,10.5173972,1.0594489,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ounakotihoun,12487125842,10.4998877,1.0563747,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mounonmouténé,12487125843,10.4968133,1.045235,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouyon,12487125844,10.4906322,1.0414674,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Touga,12487125845,10.4831683,1.0517466,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oukodoo,12487142954,10.4607451,1.052344,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Outouhoun,12487142955,10.4576335,1.0715401,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpétiénou,12487142957,10.4659746,1.0722691,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dissari,12487142960,10.4895921,0.9734876,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kènadékè,12487142962,10.4783127,0.9269722,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dipodé,12487142963,10.4747559,0.9326502,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kètchendouaga,12487142964,10.4895596,0.9189014,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oukountihoun,12487142965,10.4765013,0.9098742,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ounapouakihoun,12487142966,10.4567894,0.9145484,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dissibli,12487168135,10.4493451,0.8881978,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koukountouga,12487168145,10.5397533,0.9074083,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yimpisseri,12487168328,10.518601,0.9481394,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouyèrihoun,12487168332,10.5331357,0.9637124,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kadiéni,12488948818,10.3635432,0.8652307,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Namatiénou,12488948824,10.3712295,0.8422217,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nagnandé,12488968074,10.3599283,0.8178606,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Namatiénou 2,12488968084,10.3937871,0.8278696,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sampété,12493051960,10.5674336,0.8068569,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Coré,12493108971,10.4422313,0.8165318,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oukoutérihoun,12493108974,10.4517493,0.8486457,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mansaré,12493126661,10.4940662,0.8406764,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kèkounkitorikè,12493126662,10.4835361,0.8580109,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oukpinkénakihoun,12493126663,10.5008026,0.872395,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tokibi,12493126664,10.5108523,0.8467621,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tokibi 2,12493126666,10.5176305,0.8139912,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oudaoutouhoun,12496278266,10.3537554,0.9174588,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Outchantiénou,12496278275,10.3553045,0.9567747,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Otanonhoun,12496325630,10.3381138,0.9929909,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oukpintihoun,12496325634,10.3641895,0.9957129,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oroukouaré,12496325638,10.3802044,0.9911736,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oussahoun,12496336006,10.3995998,0.9913444,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oukpètouhoun,12496336009,10.4173006,0.9815738,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Fèbenfè,12496336010,10.4227927,0.9829642,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ounayabou,12496336011,10.4282374,0.9790241,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dikoutoussadé,12496336012,10.4337426,0.9661266,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sakantiénou,12496336013,10.4410129,0.9834656,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Oudomouhoun,12496367258,10.4349692,0.941517,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sinni,12496367260,10.4366143,0.9531807,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Okoulossouhoun,12496367263,10.4471658,0.9521858,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpandagmè,12496367264,10.4463438,0.9577975,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kèyambouskè,12496367605,10.3916457,0.9088319,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpètissohoun,12496367613,10.4382073,0.9054821,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Siénou,12498998774,10.6559003,0.8635907,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kèkouomitouoguè,12498998791,10.5867695,0.8134251,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Pentenga,12499005468,10.6036596,0.8517787,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zanniouri,12499019113,10.5603304,1.0150997,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kanforta,12499023420,10.5647413,1.02515,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bangou,12499023465,10.5612556,0.9601335,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Pégou,12499023477,10.5879832,0.9568294,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Guézin Donhuinou,12505103263,6.3957061,1.9406014,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Guézin-Gbadou,12505103272,6.3960082,1.9392249,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Guézin Ahouandjigo,12505103277,6.3961706,1.9362012,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sohouèkomè,12505103278,6.3958102,1.935451,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ahouandjigo-Codji,12505111600,6.3888004,1.9407573,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cocoucodji,12505122706,6.3924107,1.9421374,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gonguêgbo,12505335709,6.4119548,1.9265187,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpétou-Gahouê,12505335720,6.4280573,1.9187234,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Aclomè,12507581272,6.4538358,1.9229181,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tokan,12507607765,6.4579845,1.9247634,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbédji,12507624163,6.4803213,1.9117207,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Azannou,12510819470,6.39986,1.8844652,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Avédji,12510950103,6.4002808,1.9106642,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sèbo,12510950118,6.4009119,1.8808516,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Nongo,12510995272,6.4040907,1.8802085,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djacoté,12510995275,6.4038294,1.8777602,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gativé,12510995983,6.3790497,1.8593197,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Soukpotomé,12511041115,6.4583269,1.8823151,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Soukpohoué,12511041116,6.4628068,1.8825886,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Honvê-comè,12511051716,6.4426666,1.8977386,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbèdévinou,12512257023,6.4554651,1.8641049,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djacoté,12512265061,6.4299567,1.8446536,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tovè,12512265066,6.4175551,1.8466757,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Totchon-Agni,12512284161,6.5057153,1.9446907,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouèdèmè-Pédah,12512286097,6.4866096,1.9500265,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpétékan,12512293108,6.4931604,1.9546295,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sètrah Landa,12514023526,9.8699563,1.400232,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sètrah,12514774500,9.8874745,1.3827207,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koubénébéné,12514785303,9.8969162,1.3805369,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
N'Dam,12514785310,9.9089799,1.3714335,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kèkouprè,12514799139,9.9221114,1.4081825,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Koubokouborè,12514799586,9.9754786,1.3925952,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Foungou,12514799588,9.9890639,1.3770785,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchoutchou,12514816778,9.8733084,1.5727965,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Babazaouré,12514816787,9.9064682,1.5583565,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Passabia,12514816790,9.9257894,1.5803528,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Goumougou,12514816791,9.929468,1.5855412,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Galè,12514833516,9.9226018,1.6144058,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpassabéga,12514833517,9.9315532,1.6171675,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Yaoura,12514834184,10.0155472,1.7313577,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchimilgou,12514834187,10.0199745,1.6878678,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gossina,12514834195,10.0044142,1.7974688,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Satiéka-Gbamdi,12514837387,9.8838322,1.6464927,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lèfendi,12514849291,9.9456878,1.733842,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tchakléro,12524818286,9.8150499,1.576138,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Satchahal,12524975952,9.7905796,1.5358315,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Palampagou,12527298807,9.7798169,1.5003779,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tigninou,12527298859,9.7888485,1.5263283,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpandri,12527303967,9.917319,1.5098378,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Angué,12527305208,9.9650549,1.6674941,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mèhou,12527315548,9.9313693,1.4112131,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Cana,12532522649,9.9072125,1.4450549,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tèkpari,12532522666,9.9186018,1.4301883,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dakpéra,12532777667,9.8469187,1.483104,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adogbé,12534881699,7.2230773,2.3432616,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zounsègo,12534897403,7.3407653,2.2633538,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bagon,12534897415,7.1647515,2.3467966,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Houèko,12534898542,7.2177942,2.3464627,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gounli,12534898543,7.2186498,2.3390191,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zogba,12534898546,7.2202655,2.3434057,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Laïnta-Cogbé,12534901394,7.1706361,2.344793,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Makpégon,12534901395,7.1728477,2.3456289,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adja,12534901396,7.1832587,2.343573,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Aga,12534901397,7.1823533,2.3405235,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Houin-Hounso,12534905903,7.2134898,2.3336322,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Soli,12534905909,7.213503,2.3428006,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Naogon,12534945604,7.2319421,2.3431033,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adjido,12537398488,6.5845888,2.4964814,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agbonou,12537398489,6.6231584,2.4722778,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Danko,12537398492,6.6268245,2.4577009,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sèho-Djigbé,12537399148,6.6217085,2.4485768,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agbanta,12537399150,6.6179998,2.4478902,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéko,12537399187,6.6056876,2.4497739,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbéko-Dékangbo,12537411357,6.6022913,2.4582568,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Allanwadan,12537430154,6.596569,2.4344121,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zounguè-Saï Lagare,12540041130,6.6245571,2.5382433,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mitro,12540041176,6.6138141,2.5222041,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zounguè,12540041177,6.61282,2.5331188,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Fingninkanmè,12540041178,6.6083199,2.5399047,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dogla Lago,12540041179,6.6027097,2.5412789,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dogla,12540041180,6.5962079,2.5434557,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Djigbé,12540050069,6.5325483,2.56634,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lakè,12540050071,6.526309,2.5694156,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hozin,12540050074,6.5325807,2.5499228,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zounta,12540055997,6.6304751,2.553298,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dangbo-Honmè,12540056000,6.6125434,2.5542697,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akpamè-Vèvi,12540078153,6.5468706,2.5595837,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akpamé Zounmè,12540078154,6.5448525,2.5567226,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Akpari-Arobassa,12542349609,7.8150582,2.0715815,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Mahou,12542349613,7.8251744,2.1117742,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Idaho,12542349615,7.8172096,2.1105154,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Arigbokoto,12542349617,7.7841788,2.1071385,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Iloulé 2,12542352596,7.8063714,2.21738,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Modji-Gangan,12542393308,7.8160117,2.1841391,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Holli,12542401552,7.7861626,2.3725878,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Simongon,12542430708,7.6433745,2.4083496,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Fita,12544842823,7.6852184,2.1293955,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Adihinlidji,12544842850,7.7530223,2.1071655,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zougoudo,12544863203,7.5711132,2.0622781,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpakpada-Agbakossaré,12544886021,7.8408368,2.1923709,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tangbé,12544886022,7.8434791,2.1953703,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Okéméré,12544886023,7.857238,2.1905818,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Tini-Kodjatchan,12544886091,7.9236724,2.1408756,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ataké-Orikéto-Cofé,12544891674,7.858724,2.1297251,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Togon,12544893417,7.7499501,2.1837795,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Bakèma,12544893434,7.757552,2.1852585,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Kpingni,12544893461,7.763242,2.185222,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Vèdji,12544893462,7.7678628,2.1744722,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Awaya,12544900507,7.780726,2.257541,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Gbafo,12544900523,7.7844173,2.2687564,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Dovi-Somè,12544900528,7.8375004,2.2795063,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Lèma,12544900529,7.8342722,2.2271768,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Itagui,12544900546,7.8295505,2.1853641,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Agbogbomè,12549873279,7.5849831,2.4697701,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Sohagon,12549881563,7.63628,2.3465255,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Davi Sogo,12549901416,7.623789,2.2512534,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Ouissi,12549909848,7.6892451,2.2023329,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Hasséou,12549927405,7.5580858,2.2048771,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Zotèdji,12549927436,7.5313084,2.2423554,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
Vidjinnatoun,12549933176,7.5324825,2.2280857,cities,OpenStreetMap,village,,19:33:15.887706,2025-09-30,GeographicCollector
